,Compound,Date,Negative,Neutral,Positive,Tweets Ago,User
0,-0.3182,Thu Jun 07 12:42:48 +0000 2018,0.881,0.119,0.0,1,@BBC
1,0.0,Thu Jun 07 12:42:21 +0000 2018,1.0,0.0,0.0,2,@BBC
2,-0.6523,Thu Jun 07 12:42:04 +0000 2018,0.797,0.203,0.0,3,@BBC
3,-0.4767,Thu Jun 07 12:41:54 +0000 2018,0.717,0.195,0.089,4,@BBC
4,0.0,Thu Jun 07 12:41:37 +0000 2018,1.0,0.0,0.0,5,@BBC
5,0.8356,Thu Jun 07 12:40:53 +0000 2018,0.612,0.0,0.388,6,@BBC
6,0.5267,Thu Jun 07 12:39:34 +0000 2018,0.871,0.0,0.129,7,@BBC
7,0.0,Thu Jun 07 12:38:12 +0000 2018,1.0,0.0,0.0,8,@BBC
8,-0.4767,Thu Jun 07 12:37:01 +0000 2018,0.819,0.181,0.0,9,@BBC
9,-0.6523,Thu Jun 07 12:36:32 +0000 2018,0.797,0.203,0.0,10,@BBC
10,0.0,Thu Jun 07 12:35:49 +0000 2018,1.0,0.0,0.0,11,@BBC
11,0.0,Thu Jun 07 12:35:31 +0000 2018,1.0,0.0,0.0,12,@BBC
12,-0.6523,Thu Jun 07 12:35:16 +0000 2018,0.797,0.203,0.0,13,@BBC
13,-0.1779,Thu Jun 07 12:34:59 +0000 2018,0.723,0.153,0.123,14,@BBC
14,0.0,Thu Jun 07 12:34:47 +0000 2018,1.0,0.0,0.0,15,@BBC
15,-0.5994,Thu Jun 07 12:34:21 +0000 2018,0.843,0.157,0.0,16,@BBC
16,0.0,Thu Jun 07 12:32:52 +0000 2018,1.0,0.0,0.0,17,@BBC
17,0.0,Thu Jun 07 12:32:39 +0000 2018,1.0,0.0,0.0,18,@BBC
18,-0.4939,Thu Jun 07 12:31:06 +0000 2018,0.868,0.132,0.0,19,@BBC
19,0.0,Thu Jun 07 12:31:04 +0000 2018,1.0,0.0,0.0,20,@BBC
20,-0.5574,Thu Jun 07 12:30:53 +0000 2018,0.693,0.218,0.089,21,@BBC
21,-0.6523,Thu Jun 07 12:30:36 +0000 2018,0.797,0.203,0.0,22,@BBC
22,0.34,Thu Jun 07 12:27:27 +0000 2018,0.897,0.0,0.103,23,@BBC
23,-0.5216,Thu Jun 07 12:26:20 +0000 2018,0.806,0.194,0.0,24,@BBC
24,0.4588,Thu Jun 07 12:26:20 +0000 2018,0.87,0.0,0.13,25,@BBC
25,0.0,Thu Jun 07 12:24:50 +0000 2018,1.0,0.0,0.0,26,@BBC
26,-0.6523,Thu Jun 07 12:23:35 +0000 2018,0.797,0.203,0.0,27,@BBC
27,0.0,Thu Jun 07 12:23:12 +0000 2018,1.0,0.0,0.0,28,@BBC
28,0.0,Thu Jun 07 12:22:16 +0000 2018,1.0,0.0,0.0,29,@BBC
29,0.0,Thu Jun 07 12:21:32 +0000 2018,1.0,0.0,0.0,30,@BBC
30,0.7003,Thu Jun 07 12:21:09 +0000 2018,0.799,0.0,0.201,31,@BBC
31,0.0,Thu Jun 07 12:20:39 +0000 2018,1.0,0.0,0.0,32,@BBC
32,-0.3182,Thu Jun 07 12:42:48 +0000 2018,0.881,0.119,0.0,33,@BBC
33,0.0,Thu Jun 07 12:42:21 +0000 2018,1.0,0.0,0.0,34,@BBC
34,-0.6523,Thu Jun 07 12:42:04 +0000 2018,0.797,0.203,0.0,35,@BBC
35,-0.4767,Thu Jun 07 12:41:54 +0000 2018,0.717,0.195,0.089,36,@BBC
36,0.0,Thu Jun 07 12:41:37 +0000 2018,1.0,0.0,0.0,37,@BBC
37,0.8356,Thu Jun 07 12:40:53 +0000 2018,0.612,0.0,0.388,38,@BBC
38,0.5267,Thu Jun 07 12:39:34 +0000 2018,0.871,0.0,0.129,39,@BBC
39,0.0,Thu Jun 07 12:38:12 +0000 2018,1.0,0.0,0.0,40,@BBC
40,-0.4767,Thu Jun 07 12:37:01 +0000 2018,0.819,0.181,0.0,41,@BBC
41,-0.6523,Thu Jun 07 12:36:32 +0000 2018,0.797,0.203,0.0,42,@BBC
42,0.0,Thu Jun 07 12:35:49 +0000 2018,1.0,0.0,0.0,43,@BBC
43,0.0,Thu Jun 07 12:35:31 +0000 2018,1.0,0.0,0.0,44,@BBC
44,-0.6523,Thu Jun 07 12:35:16 +0000 2018,0.797,0.203,0.0,45,@BBC
45,-0.1779,Thu Jun 07 12:34:59 +0000 2018,0.723,0.153,0.123,46,@BBC
46,0.0,Thu Jun 07 12:34:47 +0000 2018,1.0,0.0,0.0,47,@BBC
47,-0.5994,Thu Jun 07 12:34:21 +0000 2018,0.843,0.157,0.0,48,@BBC
48,0.0,Thu Jun 07 12:32:52 +0000 2018,1.0,0.0,0.0,49,@BBC
49,0.0,Thu Jun 07 12:32:39 +0000 2018,1.0,0.0,0.0,50,@BBC
50,-0.4939,Thu Jun 07 12:31:06 +0000 2018,0.868,0.132,0.0,51,@BBC
51,0.0,Thu Jun 07 12:31:04 +0000 2018,1.0,0.0,0.0,52,@BBC
52,-0.5574,Thu Jun 07 12:30:53 +0000 2018,0.693,0.218,0.089,53,@BBC
53,-0.6523,Thu Jun 07 12:30:36 +0000 2018,0.797,0.203,0.0,54,@BBC
54,0.34,Thu Jun 07 12:27:27 +0000 2018,0.897,0.0,0.103,55,@BBC
55,-0.5216,Thu Jun 07 12:26:20 +0000 2018,0.806,0.194,0.0,56,@BBC
56,0.4588,Thu Jun 07 12:26:20 +0000 2018,0.87,0.0,0.13,57,@BBC
57,0.0,Thu Jun 07 12:24:50 +0000 2018,1.0,0.0,0.0,58,@BBC
58,-0.6523,Thu Jun 07 12:23:35 +0000 2018,0.797,0.203,0.0,59,@BBC
59,0.0,Thu Jun 07 12:23:12 +0000 2018,1.0,0.0,0.0,60,@BBC
60,0.0,Thu Jun 07 12:22:16 +0000 2018,1.0,0.0,0.0,61,@BBC
61,0.0,Thu Jun 07 12:21:32 +0000 2018,1.0,0.0,0.0,62,@BBC
62,0.7003,Thu Jun 07 12:21:09 +0000 2018,0.799,0.0,0.201,63,@BBC
63,0.0,Thu Jun 07 12:20:39 +0000 2018,1.0,0.0,0.0,64,@BBC
64,-0.3182,Thu Jun 07 12:42:48 +0000 2018,0.881,0.119,0.0,65,@BBC
65,0.0,Thu Jun 07 12:42:21 +0000 2018,1.0,0.0,0.0,66,@BBC
66,-0.6523,Thu Jun 07 12:42:04 +0000 2018,0.797,0.203,0.0,67,@BBC
67,-0.4767,Thu Jun 07 12:41:54 +0000 2018,0.717,0.195,0.089,68,@BBC
68,0.0,Thu Jun 07 12:41:37 +0000 2018,1.0,0.0,0.0,69,@BBC
69,0.8356,Thu Jun 07 12:40:53 +0000 2018,0.612,0.0,0.388,70,@BBC
70,0.5267,Thu Jun 07 12:39:34 +0000 2018,0.871,0.0,0.129,71,@BBC
71,0.0,Thu Jun 07 12:38:12 +0000 2018,1.0,0.0,0.0,72,@BBC
72,-0.4767,Thu Jun 07 12:37:01 +0000 2018,0.819,0.181,0.0,73,@BBC
73,-0.6523,Thu Jun 07 12:36:32 +0000 2018,0.797,0.203,0.0,74,@BBC
74,0.0,Thu Jun 07 12:35:49 +0000 2018,1.0,0.0,0.0,75,@BBC
75,0.0,Thu Jun 07 12:35:31 +0000 2018,1.0,0.0,0.0,76,@BBC
76,-0.6523,Thu Jun 07 12:35:16 +0000 2018,0.797,0.203,0.0,77,@BBC
77,-0.1779,Thu Jun 07 12:34:59 +0000 2018,0.723,0.153,0.123,78,@BBC
78,0.0,Thu Jun 07 12:34:47 +0000 2018,1.0,0.0,0.0,79,@BBC
79,-0.5994,Thu Jun 07 12:34:21 +0000 2018,0.843,0.157,0.0,80,@BBC
80,0.0,Thu Jun 07 12:32:52 +0000 2018,1.0,0.0,0.0,81,@BBC
81,0.0,Thu Jun 07 12:32:39 +0000 2018,1.0,0.0,0.0,82,@BBC
82,-0.4939,Thu Jun 07 12:31:06 +0000 2018,0.868,0.132,0.0,83,@BBC
83,0.0,Thu Jun 07 12:31:04 +0000 2018,1.0,0.0,0.0,84,@BBC
84,-0.5574,Thu Jun 07 12:30:53 +0000 2018,0.693,0.218,0.089,85,@BBC
85,-0.6523,Thu Jun 07 12:30:36 +0000 2018,0.797,0.203,0.0,86,@BBC
86,0.34,Thu Jun 07 12:27:27 +0000 2018,0.897,0.0,0.103,87,@BBC
87,-0.5216,Thu Jun 07 12:26:20 +0000 2018,0.806,0.194,0.0,88,@BBC
88,0.4588,Thu Jun 07 12:26:20 +0000 2018,0.87,0.0,0.13,89,@BBC
89,0.0,Thu Jun 07 12:24:50 +0000 2018,1.0,0.0,0.0,90,@BBC
90,-0.6523,Thu Jun 07 12:23:35 +0000 2018,0.797,0.203,0.0,91,@BBC
91,0.0,Thu Jun 07 12:23:12 +0000 2018,1.0,0.0,0.0,92,@BBC
92,0.0,Thu Jun 07 12:22:16 +0000 2018,1.0,0.0,0.0,93,@BBC
93,0.0,Thu Jun 07 12:21:32 +0000 2018,1.0,0.0,0.0,94,@BBC
94,0.7003,Thu Jun 07 12:21:09 +0000 2018,0.799,0.0,0.201,95,@BBC
95,0.0,Thu Jun 07 12:20:39 +0000 2018,1.0,0.0,0.0,96,@BBC
96,-0.3182,Thu Jun 07 12:42:48 +0000 2018,0.881,0.119,0.0,97,@BBC
97,0.0,Thu Jun 07 12:42:21 +0000 2018,1.0,0.0,0.0,98,@BBC
98,-0.6523,Thu Jun 07 12:42:04 +0000 2018,0.797,0.203,0.0,99,@BBC
99,-0.4767,Thu Jun 07 12:41:54 +0000 2018,0.717,0.195,0.089,100,@BBC
100,0.0,Thu Jun 07 12:41:37 +0000 2018,1.0,0.0,0.0,101,@BBC
101,0.8356,Thu Jun 07 12:40:53 +0000 2018,0.612,0.0,0.388,102,@BBC
102,0.5267,Thu Jun 07 12:39:34 +0000 2018,0.871,0.0,0.129,103,@BBC
103,0.0,Thu Jun 07 12:38:12 +0000 2018,1.0,0.0,0.0,104,@BBC
104,-0.4767,Thu Jun 07 12:37:01 +0000 2018,0.819,0.181,0.0,105,@BBC
105,-0.6523,Thu Jun 07 12:36:32 +0000 2018,0.797,0.203,0.0,106,@BBC
106,0.0,Thu Jun 07 12:35:49 +0000 2018,1.0,0.0,0.0,107,@BBC
107,0.0,Thu Jun 07 12:35:31 +0000 2018,1.0,0.0,0.0,108,@BBC
108,-0.6523,Thu Jun 07 12:35:16 +0000 2018,0.797,0.203,0.0,109,@BBC
109,-0.1779,Thu Jun 07 12:34:59 +0000 2018,0.723,0.153,0.123,110,@BBC
110,0.0,Thu Jun 07 12:34:47 +0000 2018,1.0,0.0,0.0,111,@BBC
111,-0.5994,Thu Jun 07 12:34:21 +0000 2018,0.843,0.157,0.0,112,@BBC
112,0.0,Thu Jun 07 12:32:52 +0000 2018,1.0,0.0,0.0,113,@BBC
113,0.0,Thu Jun 07 12:32:39 +0000 2018,1.0,0.0,0.0,114,@BBC
114,-0.4939,Thu Jun 07 12:31:06 +0000 2018,0.868,0.132,0.0,115,@BBC
115,0.0,Thu Jun 07 12:31:04 +0000 2018,1.0,0.0,0.0,116,@BBC
116,-0.5574,Thu Jun 07 12:30:53 +0000 2018,0.693,0.218,0.089,117,@BBC
117,-0.6523,Thu Jun 07 12:30:36 +0000 2018,0.797,0.203,0.0,118,@BBC
118,0.34,Thu Jun 07 12:27:27 +0000 2018,0.897,0.0,0.103,119,@BBC
119,-0.5216,Thu Jun 07 12:26:20 +0000 2018,0.806,0.194,0.0,120,@BBC
120,0.4588,Thu Jun 07 12:26:20 +0000 2018,0.87,0.0,0.13,121,@BBC
121,0.0,Thu Jun 07 12:24:50 +0000 2018,1.0,0.0,0.0,122,@BBC
122,-0.6523,Thu Jun 07 12:23:35 +0000 2018,0.797,0.203,0.0,123,@BBC
123,0.0,Thu Jun 07 12:23:12 +0000 2018,1.0,0.0,0.0,124,@BBC
124,0.0,Thu Jun 07 12:22:16 +0000 2018,1.0,0.0,0.0,125,@BBC
125,0.0,Thu Jun 07 12:21:32 +0000 2018,1.0,0.0,0.0,126,@BBC
126,0.7003,Thu Jun 07 12:21:09 +0000 2018,0.799,0.0,0.201,127,@BBC
127,0.0,Thu Jun 07 12:20:39 +0000 2018,1.0,0.0,0.0,128,@BBC
128,-0.3182,Thu Jun 07 12:42:48 +0000 2018,0.881,0.119,0.0,129,@BBC
129,0.0,Thu Jun 07 12:42:21 +0000 2018,1.0,0.0,0.0,130,@BBC
130,-0.6523,Thu Jun 07 12:42:04 +0000 2018,0.797,0.203,0.0,131,@BBC
131,-0.4767,Thu Jun 07 12:41:54 +0000 2018,0.717,0.195,0.089,132,@BBC
132,0.0,Thu Jun 07 12:41:37 +0000 2018,1.0,0.0,0.0,133,@BBC
133,0.8356,Thu Jun 07 12:40:53 +0000 2018,0.612,0.0,0.388,134,@BBC
134,0.5267,Thu Jun 07 12:39:34 +0000 2018,0.871,0.0,0.129,135,@BBC
135,0.0,Thu Jun 07 12:38:12 +0000 2018,1.0,0.0,0.0,136,@BBC
136,-0.4767,Thu Jun 07 12:37:01 +0000 2018,0.819,0.181,0.0,137,@BBC
137,-0.6523,Thu Jun 07 12:36:32 +0000 2018,0.797,0.203,0.0,138,@BBC
138,0.0,Thu Jun 07 12:35:49 +0000 2018,1.0,0.0,0.0,139,@BBC
139,0.0,Thu Jun 07 12:35:31 +0000 2018,1.0,0.0,0.0,140,@BBC
140,-0.6523,Thu Jun 07 12:35:16 +0000 2018,0.797,0.203,0.0,141,@BBC
141,-0.1779,Thu Jun 07 12:34:59 +0000 2018,0.723,0.153,0.123,142,@BBC
142,0.0,Thu Jun 07 12:34:47 +0000 2018,1.0,0.0,0.0,143,@BBC
143,-0.5994,Thu Jun 07 12:34:21 +0000 2018,0.843,0.157,0.0,144,@BBC
144,0.0,Thu Jun 07 12:32:52 +0000 2018,1.0,0.0,0.0,145,@BBC
145,0.0,Thu Jun 07 12:32:39 +0000 2018,1.0,0.0,0.0,146,@BBC
146,-0.4939,Thu Jun 07 12:31:06 +0000 2018,0.868,0.132,0.0,147,@BBC
147,0.0,Thu Jun 07 12:31:04 +0000 2018,1.0,0.0,0.0,148,@BBC
148,-0.5574,Thu Jun 07 12:30:53 +0000 2018,0.693,0.218,0.089,149,@BBC
149,-0.6523,Thu Jun 07 12:30:36 +0000 2018,0.797,0.203,0.0,150,@BBC
150,0.34,Thu Jun 07 12:27:27 +0000 2018,0.897,0.0,0.103,151,@BBC
151,-0.5216,Thu Jun 07 12:26:20 +0000 2018,0.806,0.194,0.0,152,@BBC
152,0.4588,Thu Jun 07 12:26:20 +0000 2018,0.87,0.0,0.13,153,@BBC
153,0.0,Thu Jun 07 12:24:50 +0000 2018,1.0,0.0,0.0,154,@BBC
154,-0.6523,Thu Jun 07 12:23:35 +0000 2018,0.797,0.203,0.0,155,@BBC
155,0.0,Thu Jun 07 12:23:12 +0000 2018,1.0,0.0,0.0,156,@BBC
156,0.0,Thu Jun 07 12:22:16 +0000 2018,1.0,0.0,0.0,157,@BBC
157,0.0,Thu Jun 07 12:21:32 +0000 2018,1.0,0.0,0.0,158,@BBC
158,0.7003,Thu Jun 07 12:21:09 +0000 2018,0.799,0.0,0.201,159,@BBC
159,0.0,Thu Jun 07 12:20:39 +0000 2018,1.0,0.0,0.0,160,@BBC
160,0.7818,Thu Jun 07 12:43:57 +0000 2018,0.568,0.0,0.432,1,@CBS
161,0.4215,Thu Jun 07 12:42:14 +0000 2018,0.843,0.0,0.157,2,@CBS
162,0.0,Thu Jun 07 12:41:58 +0000 2018,1.0,0.0,0.0,3,@CBS
163,0.4215,Thu Jun 07 12:41:39 +0000 2018,0.843,0.0,0.157,4,@CBS
164,0.0,Thu Jun 07 12:40:54 +0000 2018,1.0,0.0,0.0,5,@CBS
165,-0.6731,Thu Jun 07 12:40:47 +0000 2018,0.829,0.171,0.0,6,@CBS
166,0.0,Thu Jun 07 12:40:34 +0000 2018,1.0,0.0,0.0,7,@CBS
167,0.0,Thu Jun 07 12:39:33 +0000 2018,1.0,0.0,0.0,8,@CBS
168,0.0,Thu Jun 07 12:38:25 +0000 2018,1.0,0.0,0.0,9,@CBS
169,0.0,Thu Jun 07 12:38:11 +0000 2018,1.0,0.0,0.0,10,@CBS
170,-0.8192,Thu Jun 07 12:37:54 +0000 2018,0.285,0.715,0.0,11,@CBS
171,0.0,Thu Jun 07 12:37:48 +0000 2018,1.0,0.0,0.0,12,@CBS
172,0.4215,Thu Jun 07 12:37:48 +0000 2018,0.843,0.0,0.157,13,@CBS
173,0.4215,Thu Jun 07 12:37:21 +0000 2018,0.843,0.0,0.157,14,@CBS
174,0.4215,Thu Jun 07 12:36:29 +0000 2018,0.843,0.0,0.157,15,@CBS
175,0.0,Thu Jun 07 12:35:33 +0000 2018,1.0,0.0,0.0,16,@CBS
176,0.0,Thu Jun 07 12:35:29 +0000 2018,1.0,0.0,0.0,17,@CBS
177,0.0,Thu Jun 07 12:35:01 +0000 2018,1.0,0.0,0.0,18,@CBS
178,0.4215,Thu Jun 07 12:34:53 +0000 2018,0.843,0.0,0.157,19,@CBS
179,0.0,Thu Jun 07 12:34:27 +0000 2018,1.0,0.0,0.0,20,@CBS
180,0.4215,Thu Jun 07 12:33:59 +0000 2018,0.843,0.0,0.157,21,@CBS
181,0.4215,Thu Jun 07 12:33:37 +0000 2018,0.843,0.0,0.157,22,@CBS
182,0.4215,Thu Jun 07 12:33:04 +0000 2018,0.843,0.0,0.157,23,@CBS
183,0.7818,Thu Jun 07 12:43:57 +0000 2018,0.568,0.0,0.432,24,@CBS
184,0.4215,Thu Jun 07 12:42:14 +0000 2018,0.843,0.0,0.157,25,@CBS
185,0.0,Thu Jun 07 12:41:58 +0000 2018,1.0,0.0,0.0,26,@CBS
186,0.4215,Thu Jun 07 12:41:39 +0000 2018,0.843,0.0,0.157,27,@CBS
187,0.0,Thu Jun 07 12:40:54 +0000 2018,1.0,0.0,0.0,28,@CBS
188,-0.6731,Thu Jun 07 12:40:47 +0000 2018,0.829,0.171,0.0,29,@CBS
189,0.0,Thu Jun 07 12:40:34 +0000 2018,1.0,0.0,0.0,30,@CBS
190,0.0,Thu Jun 07 12:39:33 +0000 2018,1.0,0.0,0.0,31,@CBS
191,0.0,Thu Jun 07 12:38:25 +0000 2018,1.0,0.0,0.0,32,@CBS
192,0.0,Thu Jun 07 12:38:11 +0000 2018,1.0,0.0,0.0,33,@CBS
193,-0.8192,Thu Jun 07 12:37:54 +0000 2018,0.285,0.715,0.0,34,@CBS
194,0.0,Thu Jun 07 12:37:48 +0000 2018,1.0,0.0,0.0,35,@CBS
195,0.4215,Thu Jun 07 12:37:48 +0000 2018,0.843,0.0,0.157,36,@CBS
196,0.4215,Thu Jun 07 12:37:21 +0000 2018,0.843,0.0,0.157,37,@CBS
197,0.4215,Thu Jun 07 12:36:29 +0000 2018,0.843,0.0,0.157,38,@CBS
198,0.0,Thu Jun 07 12:35:33 +0000 2018,1.0,0.0,0.0,39,@CBS
199,0.0,Thu Jun 07 12:35:29 +0000 2018,1.0,0.0,0.0,40,@CBS
200,0.0,Thu Jun 07 12:35:01 +0000 2018,1.0,0.0,0.0,41,@CBS
201,0.4215,Thu Jun 07 12:34:53 +0000 2018,0.843,0.0,0.157,42,@CBS
202,0.0,Thu Jun 07 12:34:27 +0000 2018,1.0,0.0,0.0,43,@CBS
203,0.4215,Thu Jun 07 12:33:59 +0000 2018,0.843,0.0,0.157,44,@CBS
204,0.4215,Thu Jun 07 12:33:37 +0000 2018,0.843,0.0,0.157,45,@CBS
205,0.4215,Thu Jun 07 12:33:04 +0000 2018,0.843,0.0,0.157,46,@CBS
206,0.7818,Thu Jun 07 12:43:57 +0000 2018,0.568,0.0,0.432,47,@CBS
207,0.4215,Thu Jun 07 12:42:14 +0000 2018,0.843,0.0,0.157,48,@CBS
208,0.0,Thu Jun 07 12:41:58 +0000 2018,1.0,0.0,0.0,49,@CBS
209,0.4215,Thu Jun 07 12:41:39 +0000 2018,0.843,0.0,0.157,50,@CBS
210,0.0,Thu Jun 07 12:40:54 +0000 2018,1.0,0.0,0.0,51,@CBS
211,-0.6731,Thu Jun 07 12:40:47 +0000 2018,0.829,0.171,0.0,52,@CBS
212,0.0,Thu Jun 07 12:40:34 +0000 2018,1.0,0.0,0.0,53,@CBS
213,0.0,Thu Jun 07 12:39:33 +0000 2018,1.0,0.0,0.0,54,@CBS
214,0.0,Thu Jun 07 12:38:25 +0000 2018,1.0,0.0,0.0,55,@CBS
215,0.0,Thu Jun 07 12:38:11 +0000 2018,1.0,0.0,0.0,56,@CBS
216,-0.8192,Thu Jun 07 12:37:54 +0000 2018,0.285,0.715,0.0,57,@CBS
217,0.0,Thu Jun 07 12:37:48 +0000 2018,1.0,0.0,0.0,58,@CBS
218,0.4215,Thu Jun 07 12:37:48 +0000 2018,0.843,0.0,0.157,59,@CBS
219,0.4215,Thu Jun 07 12:37:21 +0000 2018,0.843,0.0,0.157,60,@CBS
220,0.4215,Thu Jun 07 12:36:29 +0000 2018,0.843,0.0,0.157,61,@CBS
221,0.0,Thu Jun 07 12:35:33 +0000 2018,1.0,0.0,0.0,62,@CBS
222,0.0,Thu Jun 07 12:35:29 +0000 2018,1.0,0.0,0.0,63,@CBS
223,0.0,Thu Jun 07 12:35:01 +0000 2018,1.0,0.0,0.0,64,@CBS
224,0.4215,Thu Jun 07 12:34:53 +0000 2018,0.843,0.0,0.157,65,@CBS
225,0.0,Thu Jun 07 12:34:27 +0000 2018,1.0,0.0,0.0,66,@CBS
226,0.4215,Thu Jun 07 12:33:59 +0000 2018,0.843,0.0,0.157,67,@CBS
227,0.4215,Thu Jun 07 12:33:37 +0000 2018,0.843,0.0,0.157,68,@CBS
228,0.4215,Thu Jun 07 12:33:04 +0000 2018,0.843,0.0,0.157,69,@CBS
229,0.7818,Thu Jun 07 12:43:57 +0000 2018,0.568,0.0,0.432,70,@CBS
230,0.4215,Thu Jun 07 12:42:14 +0000 2018,0.843,0.0,0.157,71,@CBS
231,0.0,Thu Jun 07 12:41:58 +0000 2018,1.0,0.0,0.0,72,@CBS
232,0.4215,Thu Jun 07 12:41:39 +0000 2018,0.843,0.0,0.157,73,@CBS
233,0.0,Thu Jun 07 12:40:54 +0000 2018,1.0,0.0,0.0,74,@CBS
234,-0.6731,Thu Jun 07 12:40:47 +0000 2018,0.829,0.171,0.0,75,@CBS
235,0.0,Thu Jun 07 12:40:34 +0000 2018,1.0,0.0,0.0,76,@CBS
236,0.0,Thu Jun 07 12:39:33 +0000 2018,1.0,0.0,0.0,77,@CBS
237,0.0,Thu Jun 07 12:38:25 +0000 2018,1.0,0.0,0.0,78,@CBS
238,0.0,Thu Jun 07 12:38:11 +0000 2018,1.0,0.0,0.0,79,@CBS
239,-0.8192,Thu Jun 07 12:37:54 +0000 2018,0.285,0.715,0.0,80,@CBS
240,0.0,Thu Jun 07 12:37:48 +0000 2018,1.0,0.0,0.0,81,@CBS
241,0.4215,Thu Jun 07 12:37:48 +0000 2018,0.843,0.0,0.157,82,@CBS
242,0.4215,Thu Jun 07 12:37:21 +0000 2018,0.843,0.0,0.157,83,@CBS
243,0.4215,Thu Jun 07 12:36:29 +0000 2018,0.843,0.0,0.157,84,@CBS
244,0.0,Thu Jun 07 12:35:33 +0000 2018,1.0,0.0,0.0,85,@CBS
245,0.0,Thu Jun 07 12:35:29 +0000 2018,1.0,0.0,0.0,86,@CBS
246,0.0,Thu Jun 07 12:35:01 +0000 2018,1.0,0.0,0.0,87,@CBS
247,0.4215,Thu Jun 07 12:34:53 +0000 2018,0.843,0.0,0.157,88,@CBS
248,0.0,Thu Jun 07 12:34:27 +0000 2018,1.0,0.0,0.0,89,@CBS
