,Compound,Date,Negative,Neutral,Positive,Tweets Ago,User
526,0.0,Thu Jun 07 11:04:36 +0000 2018,1.0,0.0,0.0,42,@Fox
527,-0.5255,Thu Jun 07 10:52:34 +0000 2018,0.685,0.233,0.082,43,@Fox
528,0.0,Thu Jun 07 10:22:58 +0000 2018,1.0,0.0,0.0,44,@Fox
529,0.7214,Thu Jun 07 09:53:39 +0000 2018,0.791,0.0,0.209,45,@Fox
530,0.0,Thu Jun 07 09:29:26 +0000 2018,1.0,0.0,0.0,46,@Fox
531,-0.3291,Thu Jun 07 12:43:52 +0000 2018,0.899,0.101,0.0,47,@Fox
532,0.0,Thu Jun 07 12:39:51 +0000 2018,1.0,0.0,0.0,48,@Fox
533,0.2263,Thu Jun 07 12:38:24 +0000 2018,0.766,0.098,0.136,49,@Fox
534,0.7269,Thu Jun 07 12:33:17 +0000 2018,0.664,0.0,0.336,50,@Fox
535,0.3182,Thu Jun 07 12:33:04 +0000 2018,0.881,0.0,0.119,51,@Fox
536,0.0,Thu Jun 07 12:32:51 +0000 2018,1.0,0.0,0.0,52,@Fox
537,0.3182,Thu Jun 07 12:30:01 +0000 2018,0.881,0.0,0.119,53,@Fox
538,-0.6731,Thu Jun 07 12:29:58 +0000 2018,0.836,0.164,0.0,54,@Fox
539,-0.5994,Thu Jun 07 12:27:25 +0000 2018,0.786,0.214,0.0,55,@Fox
540,-0.6558,Thu Jun 07 12:03:52 +0000 2018,0.445,0.331,0.224,56,@Fox
541,0.0,Thu Jun 07 12:01:47 +0000 2018,1.0,0.0,0.0,57,@Fox
542,0.0,Thu Jun 07 11:59:55 +0000 2018,1.0,0.0,0.0,58,@Fox
543,0.0,Thu Jun 07 11:57:13 +0000 2018,1.0,0.0,0.0,59,@Fox
544,0.0,Thu Jun 07 11:57:06 +0000 2018,1.0,0.0,0.0,60,@Fox
545,0.3182,Thu Jun 07 11:36:00 +0000 2018,0.881,0.0,0.119,61,@Fox
546,0.6514,Thu Jun 07 11:25:47 +0000 2018,0.75,0.0,0.25,62,@Fox
547,0.0,Thu Jun 07 11:06:05 +0000 2018,1.0,0.0,0.0,63,@Fox
548,0.0,Thu Jun 07 11:04:42 +0000 2018,1.0,0.0,0.0,64,@Fox
549,0.0,Thu Jun 07 11:04:36 +0000 2018,1.0,0.0,0.0,65,@Fox
550,-0.5255,Thu Jun 07 10:52:34 +0000 2018,0.685,0.233,0.082,66,@Fox
551,0.0,Thu Jun 07 10:22:58 +0000 2018,1.0,0.0,0.0,67,@Fox
552,0.7214,Thu Jun 07 09:53:39 +0000 2018,0.791,0.0,0.209,68,@Fox
553,0.0,Thu Jun 07 09:29:26 +0000 2018,1.0,0.0,0.0,69,@Fox
554,-0.3291,Thu Jun 07 12:43:52 +0000 2018,0.899,0.101,0.0,70,@Fox
555,0.0,Thu Jun 07 12:39:51 +0000 2018,1.0,0.0,0.0,71,@Fox
556,0.2263,Thu Jun 07 12:38:24 +0000 2018,0.766,0.098,0.136,72,@Fox
557,0.7269,Thu Jun 07 12:33:17 +0000 2018,0.664,0.0,0.336,73,@Fox
558,0.3182,Thu Jun 07 12:33:04 +0000 2018,0.881,0.0,0.119,74,@Fox
559,0.0,Thu Jun 07 12:32:51 +0000 2018,1.0,0.0,0.0,75,@Fox
560,0.3182,Thu Jun 07 12:30:01 +0000 2018,0.881,0.0,0.119,76,@Fox
561,-0.6731,Thu Jun 07 12:29:58 +0000 2018,0.836,0.164,0.0,77,@Fox
562,-0.5994,Thu Jun 07 12:27:25 +0000 2018,0.786,0.214,0.0,78,@Fox
563,-0.6558,Thu Jun 07 12:03:52 +0000 2018,0.445,0.331,0.224,79,@Fox
564,0.0,Thu Jun 07 12:01:47 +0000 2018,1.0,0.0,0.0,80,@Fox
565,0.0,Thu Jun 07 11:59:55 +0000 2018,1.0,0.0,0.0,81,@Fox
566,0.0,Thu Jun 07 11:57:13 +0000 2018,1.0,0.0,0.0,82,@Fox
567,0.0,Thu Jun 07 11:57:06 +0000 2018,1.0,0.0,0.0,83,@Fox
568,0.3182,Thu Jun 07 11:36:00 +0000 2018,0.881,0.0,0.119,84,@Fox
569,0.6514,Thu Jun 07 11:25:47 +0000 2018,0.75,0.0,0.25,85,@Fox
570,0.0,Thu Jun 07 11:06:05 +0000 2018,1.0,0.0,0.0,86,@Fox
571,0.0,Thu Jun 07 11:04:42 +0000 2018,1.0,0.0,0.0,87,@Fox
572,0.0,Thu Jun 07 11:04:36 +0000 2018,1.0,0.0,0.0,88,@Fox
573,-0.5255,Thu Jun 07 10:52:34 +0000 2018,0.685,0.233,0.082,89,@Fox
574,0.0,Thu Jun 07 10:22:58 +0000 2018,1.0,0.0,0.0,90,@Fox
575,0.7214,Thu Jun 07 09:53:39 +0000 2018,0.791,0.0,0.209,91,@Fox
576,0.0,Thu Jun 07 09:29:26 +0000 2018,1.0,0.0,0.0,92,@Fox
577,-0.3291,Thu Jun 07 12:43:52 +0000 2018,0.899,0.101,0.0,93,@Fox
578,0.0,Thu Jun 07 12:39:51 +0000 2018,1.0,0.0,0.0,94,@Fox
579,0.2263,Thu Jun 07 12:38:24 +0000 2018,0.766,0.098,0.136,95,@Fox
580,0.7269,Thu Jun 07 12:33:17 +0000 2018,0.664,0.0,0.336,96,@Fox
581,0.3182,Thu Jun 07 12:33:04 +0000 2018,0.881,0.0,0.119,97,@Fox
582,0.0,Thu Jun 07 12:32:51 +0000 2018,1.0,0.0,0.0,98,@Fox
583,0.3182,Thu Jun 07 12:30:01 +0000 2018,0.881,0.0,0.119,99,@Fox
584,-0.6731,Thu Jun 07 12:29:58 +0000 2018,0.836,0.164,0.0,100,@Fox
585,-0.5994,Thu Jun 07 12:27:25 +0000 2018,0.786,0.214,0.0,101,@Fox
586,-0.6558,Thu Jun 07 12:03:52 +0000 2018,0.445,0.331,0.224,102,@Fox
587,0.0,Thu Jun 07 12:01:47 +0000 2018,1.0,0.0,0.0,103,@Fox
588,0.0,Thu Jun 07 11:59:55 +0000 2018,1.0,0.0,0.0,104,@Fox
589,0.0,Thu Jun 07 11:57:13 +0000 2018,1.0,0.0,0.0,105,@Fox
590,0.0,Thu Jun 07 11:57:06 +0000 2018,1.0,0.0,0.0,106,@Fox
591,0.3182,Thu Jun 07 11:36:00 +0000 2018,0.881,0.0,0.119,107,@Fox
592,0.6514,Thu Jun 07 11:25:47 +0000 2018,0.75,0.0,0.25,108,@Fox
593,0.0,Thu Jun 07 11:06:05 +0000 2018,1.0,0.0,0.0,109,@Fox
594,0.0,Thu Jun 07 11:04:42 +0000 2018,1.0,0.0,0.0,110,@Fox
595,0.0,Thu Jun 07 11:04:36 +0000 2018,1.0,0.0,0.0,111,@Fox
596,-0.5255,Thu Jun 07 10:52:34 +0000 2018,0.685,0.233,0.082,112,@Fox
597,0.0,Thu Jun 07 10:22:58 +0000 2018,1.0,0.0,0.0,113,@Fox
598,0.7214,Thu Jun 07 09:53:39 +0000 2018,0.791,0.0,0.209,114,@Fox
599,0.0,Thu Jun 07 09:29:26 +0000 2018,1.0,0.0,0.0,115,@Fox
600,0.528,Thu Jun 07 12:08:46 +0000 2018,0.86,0.0,0.14,1,@NYT
601,0.4215,Thu Jun 07 11:44:14 +0000 2018,0.833,0.0,0.167,2,@NYT
602,0.5719,Thu Jun 07 11:21:55 +0000 2018,0.619,0.0,0.381,3,@NYT
603,-0.5994,Thu Jun 07 10:59:35 +0000 2018,0.562,0.438,0.0,4,@NYT
604,0.0,Thu Jun 07 10:52:19 +0000 2018,1.0,0.0,0.0,5,@NYT
605,0.0,Thu Jun 07 09:16:31 +0000 2018,1.0,0.0,0.0,6,@NYT
606,0.0,Thu Jun 07 07:45:59 +0000 2018,1.0,0.0,0.0,7,@NYT
607,0.0,Thu Jun 07 05:20:51 +0000 2018,1.0,0.0,0.0,8,@NYT
608,0.0,Thu Jun 07 05:13:07 +0000 2018,1.0,0.0,0.0,9,@NYT
609,0.6876,Thu Jun 07 04:38:12 +0000 2018,0.66,0.0,0.34,10,@NYT
610,0.0,Thu Jun 07 03:11:35 +0000 2018,1.0,0.0,0.0,11,@NYT
611,0.3182,Thu Jun 07 03:01:51 +0000 2018,0.905,0.0,0.095,12,@NYT
612,-0.128,Thu Jun 07 02:32:35 +0000 2018,0.711,0.156,0.133,13,@NYT
613,0.6876,Thu Jun 07 01:37:52 +0000 2018,0.66,0.0,0.34,14,@NYT
614,0.528,Thu Jun 07 00:24:23 +0000 2018,0.86,0.0,0.14,15,@NYT
615,0.6876,Thu Jun 07 00:02:23 +0000 2018,0.66,0.0,0.34,16,@NYT
616,0.528,Wed Jun 06 23:46:19 +0000 2018,0.86,0.0,0.14,17,@NYT
617,-0.4404,Wed Jun 06 23:42:30 +0000 2018,0.674,0.326,0.0,18,@NYT
618,0.0,Wed Jun 06 23:37:59 +0000 2018,1.0,0.0,0.0,19,@NYT
619,0.0,Wed Jun 06 22:31:43 +0000 2018,1.0,0.0,0.0,20,@NYT
620,-0.2732,Wed Jun 06 22:26:22 +0000 2018,0.89,0.11,0.0,21,@NYT
621,-0.5106,Wed Jun 06 20:39:17 +0000 2018,0.852,0.148,0.0,22,@NYT
622,0.0,Wed Jun 06 20:14:51 +0000 2018,1.0,0.0,0.0,23,@NYT
623,0.0,Wed Jun 06 20:11:55 +0000 2018,1.0,0.0,0.0,24,@NYT
624,0.5766,Wed Jun 06 19:55:22 +0000 2018,0.537,0.175,0.288,25,@NYT
625,0.528,Thu Jun 07 12:08:46 +0000 2018,0.86,0.0,0.14,26,@NYT
626,0.4215,Thu Jun 07 11:44:14 +0000 2018,0.833,0.0,0.167,27,@NYT
627,0.5719,Thu Jun 07 11:21:55 +0000 2018,0.619,0.0,0.381,28,@NYT
628,-0.5994,Thu Jun 07 10:59:35 +0000 2018,0.562,0.438,0.0,29,@NYT
629,0.0,Thu Jun 07 10:52:19 +0000 2018,1.0,0.0,0.0,30,@NYT
630,0.0,Thu Jun 07 09:16:31 +0000 2018,1.0,0.0,0.0,31,@NYT
631,0.0,Thu Jun 07 07:45:59 +0000 2018,1.0,0.0,0.0,32,@NYT
632,0.0,Thu Jun 07 05:20:51 +0000 2018,1.0,0.0,0.0,33,@NYT
633,0.0,Thu Jun 07 05:13:07 +0000 2018,1.0,0.0,0.0,34,@NYT
634,0.6876,Thu Jun 07 04:38:12 +0000 2018,0.66,0.0,0.34,35,@NYT
635,0.0,Thu Jun 07 03:11:35 +0000 2018,1.0,0.0,0.0,36,@NYT
636,0.3182,Thu Jun 07 03:01:51 +0000 2018,0.905,0.0,0.095,37,@NYT
637,-0.128,Thu Jun 07 02:32:35 +0000 2018,0.711,0.156,0.133,38,@NYT
638,0.6876,Thu Jun 07 01:37:52 +0000 2018,0.66,0.0,0.34,39,@NYT
639,0.528,Thu Jun 07 00:24:23 +0000 2018,0.86,0.0,0.14,40,@NYT
640,0.6876,Thu Jun 07 00:02:23 +0000 2018,0.66,0.0,0.34,41,@NYT
641,0.528,Wed Jun 06 23:46:19 +0000 2018,0.86,0.0,0.14,42,@NYT
642,-0.4404,Wed Jun 06 23:42:30 +0000 2018,0.674,0.326,0.0,43,@NYT
643,0.0,Wed Jun 06 23:37:59 +0000 2018,1.0,0.0,0.0,44,@NYT
644,0.0,Wed Jun 06 22:31:43 +0000 2018,1.0,0.0,0.0,45,@NYT
645,-0.2732,Wed Jun 06 22:26:22 +0000 2018,0.89,0.11,0.0,46,@NYT
646,-0.5106,Wed Jun 06 20:39:17 +0000 2018,0.852,0.148,0.0,47,@NYT
647,0.0,Wed Jun 06 20:14:51 +0000 2018,1.0,0.0,0.0,48,@NYT
648,0.0,Wed Jun 06 20:11:55 +0000 2018,1.0,0.0,0.0,49,@NYT
649,0.5766,Wed Jun 06 19:55:22 +0000 2018,0.537,0.175,0.288,50,@NYT
650,0.528,Thu Jun 07 12:08:46 +0000 2018,0.86,0.0,0.14,51,@NYT
651,0.4215,Thu Jun 07 11:44:14 +0000 2018,0.833,0.0,0.167,52,@NYT
652,0.5719,Thu Jun 07 11:21:55 +0000 2018,0.619,0.0,0.381,53,@NYT
653,-0.5994,Thu Jun 07 10:59:35 +0000 2018,0.562,0.438,0.0,54,@NYT
654,0.0,Thu Jun 07 10:52:19 +0000 2018,1.0,0.0,0.0,55,@NYT
655,0.0,Thu Jun 07 09:16:31 +0000 2018,1.0,0.0,0.0,56,@NYT
656,0.0,Thu Jun 07 07:45:59 +0000 2018,1.0,0.0,0.0,57,@NYT
657,0.0,Thu Jun 07 05:20:51 +0000 2018,1.0,0.0,0.0,58,@NYT
658,0.0,Thu Jun 07 05:13:07 +0000 2018,1.0,0.0,0.0,59,@NYT
659,0.6876,Thu Jun 07 04:38:12 +0000 2018,0.66,0.0,0.34,60,@NYT
660,0.0,Thu Jun 07 03:11:35 +0000 2018,1.0,0.0,0.0,61,@NYT
661,0.3182,Thu Jun 07 03:01:51 +0000 2018,0.905,0.0,0.095,62,@NYT
662,-0.128,Thu Jun 07 02:32:35 +0000 2018,0.711,0.156,0.133,63,@NYT
663,0.6876,Thu Jun 07 01:37:52 +0000 2018,0.66,0.0,0.34,64,@NYT
664,0.528,Thu Jun 07 00:24:23 +0000 2018,0.86,0.0,0.14,65,@NYT
665,0.6876,Thu Jun 07 00:02:23 +0000 2018,0.66,0.0,0.34,66,@NYT
666,0.528,Wed Jun 06 23:46:19 +0000 2018,0.86,0.0,0.14,67,@NYT
667,-0.4404,Wed Jun 06 23:42:30 +0000 2018,0.674,0.326,0.0,68,@NYT
668,0.0,Wed Jun 06 23:37:59 +0000 2018,1.0,0.0,0.0,69,@NYT
669,0.0,Wed Jun 06 22:31:43 +0000 2018,1.0,0.0,0.0,70,@NYT
670,-0.2732,Wed Jun 06 22:26:22 +0000 2018,0.89,0.11,0.0,71,@NYT
671,-0.5106,Wed Jun 06 20:39:17 +0000 2018,0.852,0.148,0.0,72,@NYT
672,0.0,Wed Jun 06 20:14:51 +0000 2018,1.0,0.0,0.0,73,@NYT
673,0.0,Wed Jun 06 20:11:55 +0000 2018,1.0,0.0,0.0,74,@NYT
674,0.5766,Wed Jun 06 19:55:22 +0000 2018,0.537,0.175,0.288,75,@NYT
675,0.528,Thu Jun 07 12:08:46 +0000 2018,0.86,0.0,0.14,76,@NYT
676,0.4215,Thu Jun 07 11:44:14 +0000 2018,0.833,0.0,0.167,77,@NYT
677,0.5719,Thu Jun 07 11:21:55 +0000 2018,0.619,0.0,0.381,78,@NYT
678,-0.5994,Thu Jun 07 10:59:35 +0000 2018,0.562,0.438,0.0,79,@NYT
679,0.0,Thu Jun 07 10:52:19 +0000 2018,1.0,0.0,0.0,80,@NYT
680,0.0,Thu Jun 07 09:16:31 +0000 2018,1.0,0.0,0.0,81,@NYT
681,0.0,Thu Jun 07 07:45:59 +0000 2018,1.0,0.0,0.0,82,@NYT
682,0.0,Thu Jun 07 05:20:51 +0000 2018,1.0,0.0,0.0,83,@NYT
683,0.0,Thu Jun 07 05:13:07 +0000 2018,1.0,0.0,0.0,84,@NYT
684,0.6876,Thu Jun 07 04:38:12 +0000 2018,0.66,0.0,0.34,85,@NYT
685,0.0,Thu Jun 07 03:11:35 +0000 2018,1.0,0.0,0.0,86,@NYT
686,0.3182,Thu Jun 07 03:01:51 +0000 2018,0.905,0.0,0.095,87,@NYT
687,-0.128,Thu Jun 07 02:32:35 +0000 2018,0.711,0.156,0.133,88,@NYT
688,0.6876,Thu Jun 07 01:37:52 +0000 2018,0.66,0.0,0.34,89,@NYT
689,0.528,Thu Jun 07 00:24:23 +0000 2018,0.86,0.0,0.14,90,@NYT
690,0.6876,Thu Jun 07 00:02:23 +0000 2018,0.66,0.0,0.34,91,@NYT
691,0.528,Wed Jun 06 23:46:19 +0000 2018,0.86,0.0,0.14,92,@NYT
692,-0.4404,Wed Jun 06 23:42:30 +0000 2018,0.674,0.326,0.0,93,@NYT
693,0.0,Wed Jun 06 23:37:59 +0000 2018,1.0,0.0,0.0,94,@NYT
694,0.0,Wed Jun 06 22:31:43 +0000 2018,1.0,0.0,0.0,95,@NYT
695,-0.2732,Wed Jun 06 22:26:22 +0000 2018,0.89,0.11,0.0,96,@NYT
696,-0.5106,Wed Jun 06 20:39:17 +0000 2018,0.852,0.148,0.0,97,@NYT
697,0.0,Wed Jun 06 20:14:51 +0000 2018,1.0,0.0,0.0,98,@NYT
698,0.0,Wed Jun 06 20:11:55 +0000 2018,1.0,0.0,0.0,99,@NYT
699,0.5766,Wed Jun 06 19:55:22 +0000 2018,0.537,0.175,0.288,100,@NYT
700,0.528,Thu Jun 07 12:08:46 +0000 2018,0.86,0.0,0.14,101,@NYT
701,0.4215,Thu Jun 07 11:44:14 +0000 2018,0.833,0.0,0.167,102,@NYT
702,0.5719,Thu Jun 07 11:21:55 +0000 2018,0.619,0.0,0.381,103,@NYT
703,-0.5994,Thu Jun 07 10:59:35 +0000 2018,0.562,0.438,0.0,104,@NYT
704,0.0,Thu Jun 07 10:52:19 +0000 2018,1.0,0.0,0.0,105,@NYT
705,0.0,Thu Jun 07 09:16:31 +0000 2018,1.0,0.0,0.0,106,@NYT
706,0.0,Thu Jun 07 07:45:59 +0000 2018,1.0,0.0,0.0,107,@NYT
707,0.0,Thu Jun 07 05:20:51 +0000 2018,1.0,0.0,0.0,108,@NYT
708,0.0,Thu Jun 07 05:13:07 +0000 2018,1.0,0.0,0.0,109,@NYT
709,0.6876,Thu Jun 07 04:38:12 +0000 2018,0.66,0.0,0.34,110,@NYT
710,0.0,Thu Jun 07 03:11:35 +0000 2018,1.0,0.0,0.0,111,@NYT
711,0.3182,Thu Jun 07 03:01:51 +0000 2018,0.905,0.0,0.095,112,@NYT
712,-0.128,Thu Jun 07 02:32:35 +0000 2018,0.711,0.156,0.133,113,@NYT
713,0.6876,Thu Jun 07 01:37:52 +0000 2018,0.66,0.0,0.34,114,@NYT
714,0.528,Thu Jun 07 00:24:23 +0000 2018,0.86,0.0,0.14,115,@NYT
715,0.6876,Thu Jun 07 00:02:23 +0000 2018,0.66,0.0,0.34,116,@NYT
716,0.528,Wed Jun 06 23:46:19 +0000 2018,0.86,0.0,0.14,117,@NYT
717,-0.4404,Wed Jun 06 23:42:30 +0000 2018,0.674,0.326,0.0,118,@NYT
718,0.0,Wed Jun 06 23:37:59 +0000 2018,1.0,0.0,0.0,119,@NYT
719,0.0,Wed Jun 06 22:31:43 +0000 2018,1.0,0.0,0.0,120,@NYT
720,-0.2732,Wed Jun 06 22:26:22 +0000 2018,0.89,0.11,0.0,121,@NYT
721,-0.5106,Wed Jun 06 20:39:17 +0000 2018,0.852,0.148,0.0,122,@NYT
722,0.0,Wed Jun 06 20:14:51 +0000 2018,1.0,0.0,0.0,123,@NYT
723,0.0,Wed Jun 06 20:11:55 +0000 2018,1.0,0.0,0.0,124,@NYT
724,0.5766,Wed Jun 06 19:55:22 +0000 2018,0.537,0.175,0.288,125,@NYT
